BX = 000 Event : 1
07 111|100011|0010|101|10
BX = 001 Event : 18
00 011|000101|1000|000|11
01 001|010100|1110|000|11
02 000|011110|1111|011|10
03 111|100011|1110|000|11
04 111|101001|1100|101|11
05 111|101010|1100|000|11
06 111|101011|1000|100|11
BX = 010 Event : 19
00 101|000100|1001|101|11
01 110|001001|0101|000|11
02 001|001010|0101|101|11
03 000|001110|1101|101|10
04 111|010001|1001|000|11
BX = 011 Event : 20
00 011|000101|0001|100|10
01 000|010000|1000|100|11
02 000|010010|0101|010|11
03 111|011001|0001|100|11
04 111|011010|1011|010|10
05 111|011111|0001|111|11
06 111|100001|1011|100|10
BX = 100 Event : 21
00 010|000110|1011|000|11
BX = 101 Event : 22
00 111|001010|0011|100|11
BX = 110 Event : 23
00 001|010000|0001|101|10
01 111|011000|0001|010|10
02 111|011010|0100|000|11
03 111|011101|1000|110|11
04 111|011111|1000|101|11
BX = 111 Event : 24
00 010|000100|0001|110|11
01 111|001011|1100|001|11
02 000|001100|1001|100|11
BX = 000 Event : 25
00 011|000000|1111|010|10
01 011|000011|0010|010|10
02 010|001000|1011|110|10
03 101|001001|0011|111|11
04 111|010101|0001|000|11
05 111|011001|0011|100|11
06 111|011101|1101|101|10
07 111|011111|1011|100|10
BX = 001 Event : 26
00 010|000111|0001|100|10
BX = 010 Event : 27
00 011|000011|0101|011|11
01 011|000100|0001|100|10
02 010|000101|1001|110|10
03 010|000110|1001|110|11
04 010|001001|1000|001|11
05 000|010101|1110|110|11
06 000|010110|1101|110|11
07 111|011100|1101|110|11
08 000|100001|0101|011|11
09 000|100101|1010|001|10
0a 111|100110|1111|001|11
0b 111|101001|0101|011|10
BX = 011 Event : 28
00 010|000100|1110|010|10
01 111|001011|1001|111|10
02 000|001100|0000|100|11
03 111|001110|1110|111|10
04 111|001111|1001|111|11
BX = 100 Event : 29
00 011|000001|1101|100|10
01 010|000101|1101|100|11
02 010|000111|0101|001|11
03 010|001000|0101|001|11
04 110|001100|0111|000|11
05 001|001101|1110|101|10
06 000|010000|0111|000|11
07 000|010101|1101|011|10
08 111|011000|0000|111|10
BX = 101 Event : 30
00 011|000001|1010|000|11
01 011|000111|1000|001|11
02 010|010000|1010|000|11
03 001|010101|0111|100|10
04 000|100100|1001|000|11
BX = 110 Event : 31
00 011|000100|0101|101|10
01 010|000110|0001|001|11
02 010|000111|0101|001|11
03 101|001011|0101|001|11
04 010|001100|1011|010|10
05 110|010100|0001|110|11
06 110|010111|0111|001|10
07 111|100001|0100|000|11
08 111|100011|0100|010|11
BX = 111 Event : 32
00 011|000101|1001|110|10
01 011|000110|0101|100|11
02 001|001111|1001|110|11
03 110|010101|1110|010|11
04 111|010111|1110|011|10
05 111|011100|0101|100|10
06 111|100011|0111|010|10
BX = 000 Event : 33
00 011|000111|1111|000|11
01 010|001001|1101|101|11
02 111|010010|1101|000|11
03 000|010100|1101|111|10
BX = 001 Event : 34
00 001|000111|0101|100|10
01 110|001101|0001|101|11
02 111|001111|0001|101|10
03 111|010011|0110|100|10
04 111|010100|0110|100|10
BX = 010 Event : 35
00 001|000110|1100|010|11
01 111|001110|1001|010|11
02 000|010000|1000|101|11
03 000|010011|1001|101|10
04 111|011000|1011|101|10
BX = 011 Event : 36
00 011|000001|1001|111|11
01 011|000100|1001|100|11
02 011|000101|1001|010|11
03 010|000110|0100|010|11
04 010|001001|1110|011|10
05 001|010000|1110|010|11
06 110|010001|1010|010|11
07 110|010010|1101|100|11
08 110|010011|0111|100|10
09 110|010100|0110|100|10
0a 001|011000|1110|101|10
0b 111|100101|1001|010|11
0c 111|100110|1101|100|11
0d 000|101010|1001|100|10
0e 111|110010|1110|101|10
0f 111|110011|1110|101|10
10 111|110100|1001|010|11
11 111|110111|1101|100|11
BX = 100 Event : 37
00 011|000010|0000|011|11
01 011|000011|1010|011|10
02 011|000100|0011|101|11
03 011|000110|0010|101|10
04 010|000111|1100|111|11
05 101|001000|1001|011|10
06 000|010000|1011|110|10
07 111|010100|1111|101|10
BX = 101 Event : 38
00 011|000000|0001|011|10
01 010|001010|0001|011|11
02 111|011000|0110|110|10
BX = 110 Event : 39
00 001|001001|1100|011|11
BX = 111 Event : 40
00 011|000000|0100|010|11
01 011|000010|0001|110|10
02 010|000110|1110|101|10
03 001|001000|0001|110|11
BX = 000 Event : 41
00 010|000010|0101|101|11
01 111|001110|1010|000|11
BX = 001 Event : 42
00 011|000000|1110|100|10
01 011|000010|1110|101|10
02 010|001001|1111|101|10
03 101|001011|1110|101|10
04 111|010010|1000|000|11
BX = 010 Event : 43
00 011|000101|1000|110|11
01 011|000110|0000|010|11
02 010|001001|0001|010|10
03 111|011010|0011|011|10
04 111|011011|0001|000|11
05 111|011100|0011|100|11
06 111|011101|1101|110|11
BX = 011 Event : 44
00 110|001111|0001|110|10
01 001|010000|1100|010|11
02 000|010100|0010|011|10
03 000|011011|0010|110|10
BX = 100 Event : 45
00 011|000000|1010|111|10
01 011|000011|0100|010|11
02 001|001010|1101|110|10
03 000|010000|0101|010|11
04 000|010010|1110|111|11
BX = 101 Event : 46
00 011|000001|0001|011|10
01 011|000100|1110|100|11
02 011|000101|1110|100|10
03 111|010010|1110|011|10
BX = 110 Event : 47
00 011|000100|1110|010|10
01 011|000101|1001|110|10
02 010|001001|1001|110|10
03 010|001011|1010|110|11
04 010|001111|0111|011|11
05 101|010000|0011|011|11
06 110|010001|0100|010|11
07 110|010100|1110|010|10
08 111|011101|1000|010|11
BX = 111 Event : 48
00 011|000010|0111|000|11
01 011|001001|1110|000|11
02 011|010000|1101|010|11
03 001|011001|0101|100|10
04 000|100010|1111|100|10
BX = 000 Event : 49
BX = 001 Event : 50
BX = 010 Event : 51
BX = 011 Event : 52
BX = 100 Event : 53
BX = 101 Event : 54
BX = 110 Event : 55
BX = 111 Event : 56
BX = 000 Event : 57
BX = 001 Event : 58
BX = 010 Event : 59
BX = 011 Event : 60
BX = 100 Event : 61
BX = 101 Event : 62
BX = 110 Event : 63
BX = 111 Event : 64
BX = 000 Event : 65
BX = 001 Event : 66
BX = 010 Event : 67
BX = 011 Event : 68
BX = 100 Event : 69
BX = 101 Event : 70
BX = 110 Event : 71
BX = 111 Event : 72
BX = 000 Event : 73
BX = 001 Event : 74
BX = 010 Event : 75
BX = 011 Event : 76
BX = 100 Event : 77
BX = 101 Event : 78
BX = 110 Event : 79
BX = 111 Event : 80
BX = 000 Event : 81
BX = 001 Event : 82
BX = 010 Event : 83
BX = 011 Event : 84
BX = 100 Event : 85
BX = 101 Event : 86
BX = 110 Event : 87
BX = 111 Event : 88
BX = 000 Event : 89
BX = 001 Event : 90
BX = 010 Event : 91
BX = 011 Event : 92
BX = 100 Event : 93
BX = 101 Event : 94
BX = 110 Event : 95
BX = 111 Event : 96
BX = 000 Event : 97
BX = 001 Event : 98
BX = 010 Event : 99
BX = 011 Event : 100
